"","x"
"2611","Tank"
"2612","Taok1"
"2613","Taok2"
"2614","Taok3"
"2615","Tap1"
"2616","Tap2"
"2617","Tapbp"
"2618","Tapbpl"
"2619","Tapt1"
"2620","Tarm1"
"2621","Tasor2"
"2622","Tax1bp1"
"2623","Tbc1d1"
"2624","Tbc1d13"
"2625","Tbc1d9"
"2626","Tbce"
"2627","Tbk1"
"2628","Tbrg1"
"2629","Tbx10"
"2630","Tcea1"
"2631","Tcea1-ps1"
"2632","Tceanc2"
"2633","Tcf4"
"2634","Tcf7"
"2635","Tcirg1"
"2636","Tcp10a"
"2637","Tcp10b"
"2638","Tdgf1"
"2639","Tdgf1-ps1"
"2640","Tdrd7"
"2641","Tdrd9"
"2642","Tead1"
"2643","Tec"
"2644","Tefm"
"2645","Tenm4"
"2646","Tent4a"
"2647","Tent5a"
"2648","Tes"
"2649","Tes3-ps"
"2650","Tet2"
"2651","Tex12"
"2652","Tex14"
"2653","Tfcp2"
"2654","Tfec"
"2655","Tfg"
"2656","Tgds"
"2657","Tgfbi"
"2658","Tgif1"
"2659","Tgm2"
"2660","Tgoln1"
"2661","Tgs1"
"2662","Tgtp1"
"2663","Tgtp2"
"2664","Tha1"
"2665","Thbs1"
"2666","Thbs4"
"2667","Themis2"
"2668","Thoc2"
"2669","Thumpd3"
"2670","Tiam1"
"2671","Ticam1"
"2672","Tifa"
"2673","Timd2"
"2674","Timd4"
"2675","Timm17a"
"2676","Timm23"
"2677","Timmdc1"
"2678","Timp1"
"2679","Timp3"
"2680","Tiparp"
"2681","Tirap"
"2682","Tjp1"
"2683","Tldc2"
"2684","Tle3"
"2685","Tlk2"
"2686","Tlnrd1"
"2687","Tlr1"
"2688","Tlr2"
"2689","Tlr3"
"2690","Tlr6"
"2691","Tlr8"
"2692","Tm2d1"
"2693","Tm4sf1"
"2694","Tm9sf4"
"2695","Tma16"
"2696","Tmbim1"
"2697","Tmbim4"
"2698","Tmbim6"
"2699","Tmc3"
"2700","Tmcc3"
"2701","Tmco3"
"2702","Tmed2"
"2703","Tmed5"
"2704","Tmeff1"
"2705","Tmem106a"
"2706","Tmem127"
"2707","Tmem128"
"2708","Tmem131"
"2709","Tmem132a"
"2710","Tmem132d"
"2711","Tmem132e"
"2712","Tmem140"
"2713","Tmem167"
"2714","Tmem170b"
"2715","Tmem171"
"2716","Tmem184b"
"2717","Tmem198"
"2718","Tmem200b"
"2719","Tmem202"
"2720","Tmem220"
"2721","Tmem221"
"2722","Tmem229b"
"2723","Tmem229b-ps"
"2724","Tmem230"
"2725","Tmem243"
"2726","Tmem248"
"2727","Tmem26"
"2728","Tmem266"
"2729","Tmem30a"
"2730","Tmem33"
"2731","Tmem39a"
"2732","Tmem50b"
"2733","Tmem67"
"2734","Tmem68"
"2735","Tmem87a"
"2736","Tmigd3"
"2737","Tmod3"
"2738","Tmsb10"
"2739","Tmtc2"
"2740","Tnc"
"2741","Tnf"
"2742","Tnfaip2"
"2743","Tnfaip3"
"2744","Tnfaip6"
"2745","Tnfaip8"
"2746","Tnfaip8l3"
"2747","Tnfrsf11a"
"2748","Tnfrsf11b"
"2749","Tnfrsf12a"
"2750","Tnfrsf14"
"2751","Tnfrsf1a"
"2752","Tnfrsf1b"
"2753","Tnfrsf23"
"2754","Tnfrsf25"
"2755","Tnfrsf9"
"2756","Tnfsf10"
"2757","Tnfsf15"
"2758","Tnfsf4"
"2759","Tnfsf8"
"2760","Tnfsf9"
"2761","Tnip1"
"2762","Tnip2"
"2763","Tnip3"
"2764","Tnn"
"2765","Tnnt2"
"2766","Tnrc6a"
"2767","Tns3"
"2768","Tomm70a"
"2769","Top1"
"2770","Tor1aip1"
"2771","Tor1aip2"
"2772","Tor3a"
"2773","Tox4"
"2774","Tpbg"
"2775","Tpbpa"
"2776","Tpbpb"
"2777","Tpm3"
"2778","Tpm3-rs7"
"2779","Tpm4"
"2780","Tppp3"
"2781","Tpr"
"2782","Tpst1"
"2783","Tpst2"
"2784","Tra2a"
"2785","Tra2b"
"2786","Trac"
"2787","Traf1"
"2788","Traf2"
"2789","Traf3"
"2790","Traf3ip2"
"2791","Trafd1"
"2792","Tram2"
"2793","Trappc13"
"2794","Trappc4"
"2795","Trappc6b"
"2796","Trem1"
"2797","Trem3"
"2798","Treml2"
"2799","Trex1"
"2800","Trib1"
"2801","Trim12a"
"2802","Trim12c"
"2803","Trim13"
"2804","Trim14"
"2805","Trim21"
"2806","Trim25"
"2807","Trim26"
"2808","Trim30a"
"2809","Trim30b"
"2810","Trim30c"
"2811","Trim30d"
"2812","Trim34a"
"2813","Trim34b"
"2814","Trim56"
"2815","Trim6"
"2816","Triobp"
"2817","Trip11"
"2818","Trip12"
"2819","Trip4"
"2820","Trmt1l"
"2821","Trmt44"
"2822","Trmt5"
"2823","Trmt61b"
"2824","Trp53cor1"
"2825","Trp53i11"
"2826","Trpm4"
"2827","Trpm6"
"2828","Tsc22d2"
"2829","Tsg101"
"2830","Tsga10"
"2831","Tshz1"
"2832","Tspan31"
"2833","Tspo"
"2834","Ttc19"
"2835","Ttc37"
"2836","Ttc39b"
"2837","Ttc39c"
"2838","Ttc9c"
"2839","Ttf1"
"2840","Ttll2"
"2841","Tuba8"
"2842","Tug1"
"2843","Tut7"
"2844","Txk"
"2845","Txlng"
"2846","Txn-ps1"
"2847","Txn1"
"2848","Txndc17"
"2849","Txndc9"
"2850","Txnl1"
"2851","Txnl4b"
"2852","Txnrd1"
"2853","Tyk2"
"2854","Tyw5"
"2855","U2surp"
"2856","U90926"
"2857","Uba1"
"2858","Uba3"
"2859","Uba5"
"2860","Uba6"
"2861","Uba7"
"2862","Ubap1"
"2863","Ubash3b"
"2864","Ubb"
"2865","Ubb-ps"
"2866","Ubc"
"2867","Ube2a"
"2868","Ube2d3"
"2869","Ube2e1"
"2870","Ube2e2"
"2871","Ube2f"
"2872","Ube2j1"
"2873","Ube2j2"
"2874","Ube2k"
"2875","Ube2l6"
"2876","Ube2m"
"2877","Ube2n"
"2878","Ube2n-ps1"
"2879","Ube2r2"
"2880","Ube2w"
"2881","Ube2z"
"2882","Ube3a"
"2883","Ublcp1"
"2884","Ubn2"
"2885","Ubp1"
"2886","Ubqln1"
"2887","Ubr4"
"2888","Ubtd1"
"2889","Ubtd2"
"2890","Ubxn2a"
"2891","Ubxn4"
"2892","Ufm1"
"2893","Ugcg"
"2894","Ugdh"
"2895","Ugp2"
"2896","Ugt1a10"
"2897","Unc13d"
"2898","Unc45b"
"2899","Unc5c"
"2900","Unc80"
"2901","Unc93a"
"2902","Unc93a2"
"2903","Upf2"
"2904","Upk3b"
"2905","Upp1"
"2906","Uqcrb"
"2907","Urah"
"2908","Urgcp"
"2909","Usb1"
"2910","Usf1"
"2911","Uso1"
"2912","Usp12"
"2913","Usp15"
"2914","Usp16"
"2915","Usp18"
"2916","Usp25"
"2917","Usp32"
"2918","Usp40"
"2919","Usp42"
"2920","Usp47"
"2921","Usp50"
"2922","Usp6nl"
"2923","Usp9x"
"2924","Uspl1"
"2925","Ust"
"2926","Utp11"
"2927","Utp23"
"2928","Utp3"
"2929","Vangl1"
"2930","Vapa"
"2931","Vash1"
"2932","Vasn"
"2933","Vasp"
"2934","Vav1"
"2935","Vcam1"
"2936","Vcan"
"2937","Vcpip1"
"2938","Vdac3"
"2939","Vdac3-ps1"
"2940","Vegfa"
"2941","Vegfc"
"2942","Vezt"
"2943","Vgf"
"2944","Vhl"
"2945","Vim"
"2946","Vma21"
"2947","Vmn1r55"
"2948","Vmn2r-ps104"
"2949","Vmp1"
"2950","Vnn3"
"2951","Vps13d"
"2952","Vps28"
"2953","Vps37a"
"2954","Vps37b"
"2955","Vps37c"
"2956","Vps50"
"2957","Vps54"
"2958","Vrk2"
"2959","Vta1"
"2960","Vti1a"
"2961","Vwa3b"
"2962","Wac"
"2963","Wapl"
"2964","Wars"
"2965","Washc4"
"2966","Wbp4"
"2967","Wdr1"
"2968","Wdr20rt"
"2969","Wdr37"
"2970","Wdr43"
"2971","Wdr44"
"2972","Wdr59"
"2973","Wfdc17"
"2974","Wfs1"
"2975","Whamm"
"2976","Wipf2"
"2977","Wsb2"
"2978","Wscd2"
"2979","Wtap"
"2980","Wwc1"
"2981","Wwtr1"
"2982","Xaf1"
"2983","Xbp1"
"2984","Xdh"
"2985","Xiap"
"2986","Xkr8"
"2987","Xrcc4"
"2988","Xrn1"
"2989","Xrn2"
"2990","Xylt2"
"2991","Yipf4"
"2992","Yipf5"
"2993","Yipf6"
"2994","Yju2"
"2995","Ykt6"
"2996","Yme1l1"
"2997","Yrdc"
"2998","Ythdc1"
"2999","Ythdf1"
"3000","Ywhae"
"3001","Ywhag"
"3002","Ywhaz"
"3003","Zbp1"
"3004","Zbtb18"
"3005","Zbtb21"
"3006","Zbtb3"
"3007","Zbtb32"
"3008","Zbtb5"
"3009","Zbtb6"
"3010","Zbtb7a"
"3011","Zc2hc1a"
"3012","Zc3h11a"
"3013","Zc3h12a"
"3014","Zc3h12c"
"3015","Zc3h12d"
"3016","Zc3h13"
"3017","Zc3h15"
"3018","Zc3h7a"
"3019","Zc3hav1"
"3020","Zcchc10"
"3021","Zcchc2"
"3022","Zcchc4"
"3023","Zcchc9"
"3024","Zcrb1"
"3025","Zdhhc18"
"3026","Zdhhc2"
"3027","Zdhhc21"
"3028","Zdhhc24"
"3029","Zdhhc5"
"3030","Zdhhc6"
"3031","Zeb1"
"3032","Zeb2"
"3033","Zeb2os"
"3034","Zfand3"
"3035","Zfand5"
"3036","Zfas1"
"3037","Zfp143"
"3038","Zfp160"
"3039","Zfp207"
"3040","Zfp213"
"3041","Zfp260"
"3042","Zfp263"
"3043","Zfp276"
"3044","Zfp281"
"3045","Zfp287"
"3046","Zfp292"
"3047","Zfp319"
"3048","Zfp35"
"3049","Zfp36"
"3050","Zfp366"
"3051","Zfp407"
"3052","Zfp426"
"3053","Zfp429"
"3054","Zfp438"
"3055","Zfp462"
"3056","Zfp51"
"3057","Zfp513"
"3058","Zfp536"
"3059","Zfp558"
"3060","Zfp595"
"3061","Zfp605"
"3062","Zfp617"
"3063","Zfp638"
"3064","Zfp654"
"3065","Zfp691"
"3066","Zfp719"
"3067","Zfp758"
"3068","Zfp759"
"3069","Zfp800"
"3070","Zfp811"
"3071","Zfp819"
"3072","Zfp821"
"3073","Zfp943"
"3074","Zfp952"
"3075","Zfp964"
"3076","Zfp991"
"3077","Zfp992"
"3078","Zfp993"
"3079","Zfr"
"3080","Zfyve16"
"3081","Zhx2"
"3082","Zic5"
"3083","Zkscan6"
"3084","Zmynd15"
"3085","Znf41-ps"
"3086","Znfx1"
"3087","Znhit1"
"3088","Znrd1"
"3089","Znrd1as"
"3090","Znrf1"
"3091","Znrf3"
"3092","Zscan29"
"3093","Zswim4"
"3094","Zswim6"
"3095","Zswim7"
"3096","Zup1"
"3097","Zwint"
"3098","Zyx"
